"id","school_id","grade","year","category","tested","mean_score","l1","p1","l2","p2","l3","p3","l4","p4"
10380,"19K290",4.00,2014.00,"Asian",4.00,,,,,,,,,
10381,"19K290",3.00,2014.00,"Black",23.00,305.60,6.00,26.08,10.00,43.47,5.00,21.73,2.00,8.69
10382,"19K290",4.00,2014.00,"Black",22.00,304.04,4.00,18.18,9.00,40.90,5.00,22.72,4.00,18.18
10383,"19K290",3.00,2014.00,"Hispanic",58.00,304.37,13.00,22.41,25.00,43.10,13.00,22.41,7.00,12.06
10384,"19K290",4.00,2014.00,"Hispanic",52.00,306.21,14.00,26.92,17.00,32.69,15.00,28.84,6.00,11.53
10385,"19K290",3.00,2014.00,"White",3.00,,,,,,,,,
10386,"19K290",3.00,2015.00,"All Students",86.00,310.75,15.00,17.44,33.00,38.37,25.00,29.06,13.00,15.11
10387,"19K290",4.00,2015.00,"All Students",86.00,301.45,21.00,24.41,38.00,44.18,21.00,24.41,6.00,6.97
10388,"19K290",3.00,2015.00,"Asian",7.00,327.28,1.00,14.28,2.00,28.57,2.00,28.57,2.00,28.57
10389,"19K290",4.00,2015.00,"Asian",2.00,,,,,,,,,
10390,"19K290",3.00,2015.00,"Black",23.00,309.52,6.00,26.08,10.00,43.47,2.00,8.69,5.00,21.73
10391,"19K290",4.00,2015.00,"Black",24.00,298.37,7.00,29.16,11.00,45.83,4.00,16.66,2.00,8.33
10392,"19K290",3.00,2015.00,"Hispanic",53.00,308.11,8.00,15.09,20.00,37.73,20.00,37.73,5.00,9.43
10393,"19K290",4.00,2015.00,"Hispanic",58.00,302.60,13.00,22.41,26.00,44.82,15.00,25.86,4.00,6.89
10394,"19K290",3.00,2015.00,"White",2.00,,,,,,,,,
10395,"19K290",4.00,2015.00,"White",2.00,,,,,,,,,
10396,"19K306",3.00,2013.00,"All Students",77.00,273.07,53.00,68.83,19.00,24.67,5.00,6.49,0.00,0.00
10397,"19K306",4.00,2013.00,"All Students",59.00,281.25,31.00,52.54,22.00,37.28,6.00,10.16,0.00,0.00
10398,"19K306",3.00,2013.00,"Black",55.00,270.34,39.00,70.90,14.00,25.45,2.00,3.63,0.00,0.00
10399,"19K306",4.00,2013.00,"Black",50.00,279.26,29.00,58.00,15.00,30.00,6.00,12.00,0.00,0.00
10400,"19K306",3.00,2013.00,"Hispanic",19.00,279.73,13.00,68.42,4.00,21.05,2.00,10.52,0.00,0.00
10401,"19K306",4.00,2013.00,"Hispanic",8.00,292.37,2.00,25.00,6.00,75.00,0.00,0.00,0.00,0.00
10402,"19K306",3.00,2014.00,"All Students",77.00,268.53,58.00,75.32,14.00,18.18,4.00,5.19,1.00,1.29
10403,"19K306",4.00,2014.00,"All Students",66.00,286.42,27.00,40.90,28.00,42.42,11.00,16.66,0.00,0.00
10404,"19K306",3.00,2014.00,"Black",59.00,269.44,46.00,77.96,11.00,18.64,1.00,1.69,1.00,1.69
10405,"19K306",4.00,2014.00,"Black",46.00,286.54,19.00,41.30,20.00,43.47,7.00,15.21,0.00,0.00
10406,"19K306",3.00,2014.00,"Hispanic",14.00,264.71,9.00,64.28,3.00,21.42,2.00,14.28,0.00,0.00
10407,"19K306",4.00,2014.00,"Hispanic",17.00,287.05,7.00,41.17,7.00,41.17,3.00,17.64,0.00,0.00
10408,"19K306",3.00,2014.00,"White",1.00,,,,,,,,,
10409,"19K306",3.00,2015.00,"All Students",67.00,273.07,46.00,68.65,14.00,20.89,6.00,8.95,1.00,1.49
10410,"19K306",4.00,2015.00,"All Students",67.00,262.01,47.00,70.14,18.00,26.86,2.00,2.98,0.00,0.00
10411,"19K306",3.00,2015.00,"Black",50.00,272.96,34.00,68.00,12.00,24.00,3.00,6.00,1.00,2.00
10412,"19K306",4.00,2015.00,"Black",53.00,264.41,35.00,66.03,17.00,32.07,1.00,1.88,0.00,0.00
10413,"19K306",3.00,2015.00,"Hispanic",16.00,274.18,11.00,68.75,2.00,12.50,3.00,18.75,0.00,0.00
10414,"19K306",4.00,2015.00,"Hispanic",11.00,249.45,10.00,90.90,1.00,9.09,0.00,0.00,0.00,0.00
10415,"19K306",4.00,2015.00,"White",1.00,,,,,,,,,
10416,"19K325",3.00,2013.00,"All Students",25.00,291.28,9.00,36.00,15.00,60.00,0.00,0.00,1.00,4.00
10417,"19K325",3.00,2013.00,"Black",20.00,293.05,7.00,35.00,12.00,60.00,0.00,0.00,1.00,5.00
10418,"19K325",3.00,2013.00,"Hispanic",4.00,,,,,,,,,
10419,"19K325",3.00,2013.00,"White",1.00,,,,,,,,,
10420,"19K325",3.00,2014.00,"All Students",37.00,286.05,18.00,48.64,13.00,35.13,5.00,13.51,1.00,2.70
10421,"19K325",4.00,2014.00,"All Students",24.00,266.20,20.00,83.33,2.00,8.33,1.00,4.16,1.00,4.16
10422,"19K325",3.00,2014.00,"Black",29.00,285.62,15.00,51.72,9.00,31.03,4.00,13.79,1.00,3.44
10423,"19K325",4.00,2014.00,"Black",18.00,272.94,14.00,77.77,2.00,11.11,1.00,5.55,1.00,5.55
10424,"19K325",3.00,2014.00,"Hispanic",8.00,287.62,3.00,37.50,4.00,50.00,1.00,12.50,0.00,0.00
10425,"19K325",4.00,2014.00,"Hispanic",5.00,,,,,,,,,
10426,"19K325",4.00,2014.00,"White",1.00,,,,,,,,,
10427,"19K325",3.00,2015.00,"All Students",31.00,261.93,23.00,74.19,6.00,19.35,2.00,6.45,0.00,0.00
10428,"19K325",4.00,2015.00,"All Students",36.00,288.36,13.00,36.11,14.00,38.88,8.00,22.22,1.00,2.77
10429,"19K325",3.00,2015.00,"Black",25.00,261.76,17.00,68.00,6.00,24.00,2.00,8.00,0.00,0.00
10430,"19K325",4.00,2015.00,"Black",27.00,286.03,10.00,37.03,11.00,40.74,6.00,22.22,0.00,0.00
10431,"19K325",3.00,2015.00,"Hispanic",6.00,262.66,6.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
10432,"19K325",4.00,2015.00,"Hispanic",9.00,295.33,3.00,33.33,3.00,33.33,2.00,22.22,1.00,11.11
10433,"19K328",3.00,2013.00,"All Students",39.00,267.97,27.00,69.23,11.00,28.20,1.00,2.56,0.00,0.00
10434,"19K328",4.00,2013.00,"All Students",49.00,265.91,34.00,69.38,11.00,22.44,3.00,6.12,1.00,2.04
10435,"19K328",3.00,2013.00,"Black",23.00,267.78,16.00,69.56,6.00,26.08,1.00,4.34,0.00,0.00
10436,"19K328",4.00,2013.00,"Black",25.00,264.80,17.00,68.00,7.00,28.00,1.00,4.00,0.00,0.00
10437,"19K328",3.00,2013.00,"Hispanic",15.00,269.06,10.00,66.66,5.00,33.33,0.00,0.00,0.00,0.00
10438,"19K328",4.00,2013.00,"Hispanic",24.00,267.08,17.00,70.83,4.00,16.66,2.00,8.33,1.00,4.16
10439,"19K328",3.00,2014.00,"All Students",56.00,261.19,43.00,76.78,12.00,21.42,1.00,1.78,0.00,0.00
10440,"19K328",4.00,2014.00,"All Students",42.00,274.50,25.00,59.52,12.00,28.57,4.00,9.52,1.00,2.38
10441,"19K328",3.00,2014.00,"Black",38.00,262.65,29.00,76.31,8.00,21.05,1.00,2.63,0.00,0.00
10442,"19K328",4.00,2014.00,"Black",20.00,283.15,10.00,50.00,5.00,25.00,4.00,20.00,1.00,5.00
10443,"19K328",3.00,2014.00,"Hispanic",14.00,256.07,12.00,85.71,2.00,14.28,0.00,0.00,0.00,0.00
10444,"19K328",4.00,2014.00,"Hispanic",21.00,270.57,14.00,66.66,7.00,33.33,0.00,0.00,0.00,0.00
10445,"19K328",3.00,2014.00,"White",2.00,,,,,,,,,
10446,"19K328",3.00,2015.00,"All Students",33.00,273.84,20.00,60.60,7.00,21.21,6.00,18.18,0.00,0.00
10447,"19K328",4.00,2015.00,"All Students",53.00,271.58,33.00,62.26,16.00,30.18,2.00,3.77,2.00,3.77
10448,"19K328",3.00,2015.00,"Asian",1.00,,,,,,,,,
10449,"19K328",3.00,2015.00,"Black",20.00,281.60,11.00,55.00,6.00,30.00,3.00,15.00,0.00,0.00
10450,"19K328",4.00,2015.00,"Black",33.00,273.30,22.00,66.66,8.00,24.24,1.00,3.03,2.00,6.06
10451,"19K328",3.00,2015.00,"Hispanic",10.00,249.30,8.00,80.00,1.00,10.00,1.00,10.00,0.00,0.00
10452,"19K328",4.00,2015.00,"Hispanic",18.00,271.72,9.00,50.00,8.00,44.44,1.00,5.55,0.00,0.00
10453,"19K328",3.00,2015.00,"White",1.00,,,,,,,,,
10454,"19K328",4.00,2015.00,"White",2.00,,,,,,,,,
10455,"19K345",3.00,2013.00,"All Students",132.00,282.08,71.00,53.78,50.00,37.87,9.00,6.81,2.00,1.51
10456,"19K345",4.00,2013.00,"All Students",89.00,291.50,30.00,33.70,40.00,44.94,17.00,19.10,2.00,2.24
10457,"19K345",3.00,2013.00,"Asian",6.00,293.66,2.00,33.33,3.00,50.00,1.00,16.66,0.00,0.00
10458,"19K345",4.00,2013.00,"Asian",5.00,,,,,,,,,
10459,"19K345",3.00,2013.00,"Black",67.00,281.02,41.00,61.19,21.00,31.34,4.00,5.97,1.00,1.49
10460,"19K345",4.00,2013.00,"Black",34.00,280.23,16.00,47.05,15.00,44.11,2.00,5.88,1.00,2.94
10461,"19K345",3.00,2013.00,"Hispanic",54.00,284.96,24.00,44.44,25.00,46.29,4.00,7.40,1.00,1.85
10462,"19K345",4.00,2013.00,"Hispanic",47.00,295.27,13.00,27.65,23.00,48.93,11.00,23.40,0.00,0.00
10463,"19K345",3.00,2013.00,"White",5.00,,,,,,,,,
10464,"19K345",4.00,2013.00,"White",1.00,,,,,,,,,
10465,"19K345",3.00,2014.00,"All Students",109.00,276.53,57.00,52.29,44.00,40.36,7.00,6.42,1.00,0.91
10466,"19K345",4.00,2014.00,"All Students",117.00,285.58,48.00,41.02,50.00,42.73,15.00,12.82,4.00,3.41
10467,"19K345",3.00,2014.00,"Asian",7.00,306.14,2.00,28.57,2.00,28.57,2.00,28.57,1.00,14.28
10468,"19K345",4.00,2014.00,"Asian",5.00,,,,,,,,,
10469,"19K345",3.00,2014.00,"Black",46.00,266.52,30.00,65.21,14.00,30.43,2.00,4.34,0.00,0.00
10470,"19K345",4.00,2014.00,"Black",55.00,286.94,22.00,40.00,23.00,41.81,8.00,14.54,2.00,3.63
10471,"19K345",3.00,2014.00,"Hispanic",50.00,281.66,22.00,44.00,25.00,50.00,3.00,6.00,0.00,0.00
10472,"19K345",4.00,2014.00,"Hispanic",53.00,284.13,23.00,43.39,22.00,41.50,6.00,11.32,2.00,3.77
10473,"19K345",3.00,2014.00,"White",1.00,,,,,,,,,
10474,"19K345",4.00,2014.00,"White",3.00,,,,,,,,,
10475,"19K345",3.00,2015.00,"All Students",106.00,276.93,66.00,62.26,28.00,26.41,10.00,9.43,2.00,1.88
10476,"19K345",4.00,2015.00,"All Students",95.00,282.00,41.00,43.15,35.00,36.84,17.00,17.89,2.00,2.10
10477,"19K345",3.00,2015.00,"Asian",2.00,,,,,,,,,
10478,"19K345",4.00,2015.00,"Asian",9.00,315.22,0.00,0.00,3.00,33.33,5.00,55.55,1.00,11.11
10479,"19K345",3.00,2015.00,"Black",42.00,274.78,28.00,66.66,10.00,23.80,4.00,9.52,0.00,0.00
10480,"19K345",4.00,2015.00,"Black",35.00,272.71,18.00,51.42,13.00,37.14,3.00,8.57,1.00,2.85
10481,"19K345",3.00,2015.00,"Hispanic",55.00,277.69,33.00,60.00,15.00,27.27,6.00,10.90,1.00,1.81
10482,"19K345",4.00,2015.00,"Hispanic",46.00,280.78,22.00,47.82,16.00,34.78,8.00,17.39,0.00,0.00
10483,"19K345",3.00,2015.00,"White",3.00,,,,,,,,,
10484,"19K345",4.00,2015.00,"White",1.00,,,,,,,,,
10485,"19K346",3.00,2013.00,"All Students",112.00,291.49,41.00,36.60,41.00,36.60,24.00,21.42,6.00,5.35
10486,"19K346",4.00,2013.00,"All Students",102.00,303.81,23.00,22.54,41.00,40.19,23.00,22.54,15.00,14.70
10487,"19K346",3.00,2013.00,"Asian",2.00,,,,,,,,,
10488,"19K346",4.00,2013.00,"Asian",2.00,,,,,,,,,
10489,"19K346",3.00,2013.00,"Black",77.00,293.66,27.00,35.06,25.00,32.46,19.00,24.67,6.00,7.79
10490,"19K346",4.00,2013.00,"Black",69.00,304.71,13.00,18.84,30.00,43.47,19.00,27.53,7.00,10.14
10491,"19K346",3.00,2013.00,"Hispanic",29.00,288.68,11.00,37.93,14.00,48.27,4.00,13.79,0.00,0.00
10492,"19K346",4.00,2013.00,"Hispanic",26.00,300.53,9.00,34.61,8.00,30.76,2.00,7.69,7.00,26.92
10493,"19K346",3.00,2013.00,"White",3.00,,,,,,,,,
10494,"19K346",4.00,2013.00,"White",5.00,,,,,,,,,
10495,"19K346",3.00,2014.00,"All Students",93.00,287.33,40.00,43.01,33.00,35.48,15.00,16.12,5.00,5.37
10496,"19K346",4.00,2014.00,"All Students",109.00,305.75,23.00,21.10,37.00,33.94,29.00,26.60,20.00,18.34
10497,"19K346",3.00,2014.00,"Asian",1.00,,,,,,,,,
10498,"19K346",4.00,2014.00,"Asian",3.00,,,,,,,,,
10499,"19K346",3.00,2014.00,"Black",60.00,284.03,27.00,45.00,22.00,36.66,8.00,13.33,3.00,5.00
10500,"19K346",4.00,2014.00,"Black",72.00,307.65,15.00,20.83,22.00,30.55,18.00,25.00,17.00,23.61
10501,"19K346",3.00,2014.00,"Hispanic",30.00,291.20,12.00,40.00,11.00,36.66,6.00,20.00,1.00,3.33
10502,"19K346",4.00,2014.00,"Hispanic",30.00,301.93,6.00,20.00,14.00,46.66,8.00,26.66,2.00,6.66
10503,"19K346",3.00,2014.00,"White",2.00,,,,,,,,,
10504,"19K346",4.00,2014.00,"White",2.00,,,,,,,,,
10505,"19K346",3.00,2015.00,"All Students",100.00,285.18,45.00,45.00,34.00,34.00,16.00,16.00,5.00,5.00
10506,"19K346",4.00,2015.00,"All Students",105.00,294.72,33.00,31.42,43.00,40.95,22.00,20.95,7.00,6.66
10507,"19K346",3.00,2015.00,"Asian",1.00,,,,,,,,,
10508,"19K346",3.00,2015.00,"Black",58.00,288.68,21.00,36.20,23.00,39.65,9.00,15.51,5.00,8.62
10509,"19K346",4.00,2015.00,"Black",68.00,288.69,25.00,36.76,28.00,41.17,15.00,22.05,0.00,0.00
10510,"19K346",3.00,2015.00,"Hispanic",25.00,282.52,14.00,56.00,7.00,28.00,4.00,16.00,0.00,0.00
10511,"19K346",4.00,2015.00,"Hispanic",32.00,301.34,7.00,21.87,15.00,46.87,6.00,18.75,4.00,12.50
10512,"19K346",3.00,2015.00,"White",13.00,269.92,9.00,69.23,3.00,23.07,1.00,7.69,0.00,0.00
10513,"19K346",4.00,2015.00,"White",3.00,,,,,,,,,
10514,"19K557",3.00,2015.00,"All Students",40.00,273.95,24.00,60.00,11.00,27.50,5.00,12.50,0.00,0.00
10515,"19K557",3.00,2015.00,"Asian",1.00,,,,,,,,,
10516,"19K557",3.00,2015.00,"Black",23.00,275.78,14.00,60.86,6.00,26.08,3.00,13.04,0.00,0.00
10517,"19K557",3.00,2015.00,"Hispanic",14.00,276.14,7.00,50.00,5.00,35.71,2.00,14.28,0.00,0.00
10518,"19K677",3.00,2013.00,"All Students",69.00,296.02,22.00,31.88,31.00,44.92,12.00,17.39,4.00,5.79
10519,"19K677",4.00,2013.00,"All Students",72.00,280.68,41.00,56.94,24.00,33.33,5.00,6.94,2.00,2.77
10520,"19K677",3.00,2013.00,"Asian",2.00,,,,,,,,,
10521,"19K677",4.00,2013.00,"Asian",2.00,,,,,,,,,
10522,"19K677",3.00,2013.00,"Black",44.00,294.18,15.00,34.09,20.00,45.45,7.00,15.90,2.00,4.54
10523,"19K677",4.00,2013.00,"Black",47.00,278.19,26.00,55.31,17.00,36.17,3.00,6.38,1.00,2.12
10524,"19K677",3.00,2013.00,"Hispanic",22.00,292.90,7.00,31.81,11.00,50.00,3.00,13.63,1.00,4.54
10525,"19K677",4.00,2013.00,"Hispanic",23.00,282.56,14.00,60.86,7.00,30.43,2.00,8.69,0.00,0.00
10526,"19K677",3.00,2013.00,"White",1.00,,,,,,,,,
10527,"19K677",3.00,2014.00,"All Students",87.00,285.32,42.00,48.27,30.00,34.48,9.00,10.34,6.00,6.89
10528,"19K677",4.00,2014.00,"All Students",72.00,287.20,36.00,50.00,19.00,26.38,11.00,15.27,6.00,8.33
10529,"19K677",3.00,2014.00,"Asian",2.00,,,,,,,,,
10530,"19K677",4.00,2014.00,"Asian",3.00,,,,,,,,,
10531,"19K677",3.00,2014.00,"Black",58.00,285.17,28.00,48.27,21.00,36.20,5.00,8.62,4.00,6.89
10532,"19K677",4.00,2014.00,"Black",48.00,285.72,23.00,47.91,15.00,31.25,7.00,14.58,3.00,6.25
10533,"19K677",3.00,2014.00,"Hispanic",27.00,285.44,13.00,48.14,8.00,29.62,4.00,14.81,2.00,7.40
10534,"19K677",4.00,2014.00,"Hispanic",20.00,283.15,12.00,60.00,4.00,20.00,2.00,10.00,2.00,10.00
10535,"19K677",4.00,2014.00,"White",1.00,,,,,,,,,
10536,"19K677",3.00,2015.00,"All Students",99.00,285.30,42.00,42.42,39.00,39.39,14.00,14.14,4.00,4.04
10537,"19K677",4.00,2015.00,"All Students",83.00,293.62,30.00,36.14,31.00,37.34,12.00,14.45,10.00,12.04
10538,"19K677",3.00,2015.00,"Asian",3.00,,,,,,,,,
10539,"19K677",4.00,2015.00,"Asian",2.00,,,,,,,,,
10540,"19K677",3.00,2015.00,"Black",63.00,284.57,27.00,42.85,24.00,38.09,11.00,17.46,1.00,1.58
10541,"19K677",4.00,2015.00,"Black",53.00,292.52,21.00,39.62,17.00,32.07,10.00,18.86,5.00,9.43
10542,"19K677",3.00,2015.00,"Hispanic",33.00,281.45,15.00,45.45,14.00,42.42,3.00,9.09,1.00,3.03
10543,"19K677",4.00,2015.00,"Hispanic",27.00,293.96,9.00,33.33,12.00,44.44,1.00,3.70,5.00,18.51
10544,"19K677",4.00,2015.00,"White",1.00,,,,,,,,,
10545,"20K048",3.00,2013.00,"All Students",111.00,309.57,25.00,22.52,33.00,29.72,30.00,27.02,23.00,20.72
10546,"20K048",4.00,2013.00,"All Students",92.00,323.47,10.00,10.86,25.00,27.17,31.00,33.69,26.00,28.26
10547,"20K048",3.00,2013.00,"Asian",57.00,325.94,4.00,7.01,16.00,28.07,17.00,29.82,20.00,35.08
10548,"20K048",4.00,2013.00,"Asian",57.00,334.12,4.00,7.01,8.00,14.03,23.00,40.35,22.00,38.59
10549,"20K048",3.00,2013.00,"Black",1.00,,,,,,,,,
10550,"20K048",3.00,2013.00,"Hispanic",20.00,292.00,9.00,45.00,7.00,35.00,1.00,5.00,3.00,15.00
10551,"20K048",4.00,2013.00,"Hispanic",9.00,297.88,2.00,22.22,5.00,55.55,2.00,22.22,0.00,0.00
10552,"20K048",3.00,2013.00,"White",28.00,291.28,10.00,35.71,8.00,28.57,10.00,35.71,0.00,0.00
10553,"20K048",4.00,2013.00,"White",22.00,311.90,3.00,13.63,10.00,45.45,5.00,22.72,4.00,18.18
10554,"20K048",3.00,2014.00,"All Students",89.00,309.52,24.00,26.96,18.00,20.22,27.00,30.33,20.00,22.47
10555,"20K048",4.00,2014.00,"All Students",103.00,325.68,17.00,16.50,23.00,22.33,20.00,19.41,43.00,41.74
10556,"20K048",3.00,2014.00,"Asian",33.00,331.81,3.00,9.09,5.00,15.15,12.00,36.36,13.00,39.39
10557,"20K048",4.00,2014.00,"Asian",53.00,342.88,4.00,7.54,7.00,13.20,9.00,16.98,33.00,62.26
10558,"20K048",4.00,2014.00,"Black",1.00,,,,,,,,,
10559,"20K048",3.00,2014.00,"Hispanic",22.00,289.40,10.00,45.45,4.00,18.18,6.00,27.27,2.00,9.09
10560,"20K048",4.00,2014.00,"Hispanic",17.00,305.41,5.00,29.41,5.00,29.41,5.00,29.41,2.00,11.76
10561,"20K048",3.00,2014.00,"White",30.00,303.70,9.00,30.00,7.00,23.33,9.00,30.00,5.00,16.66
10562,"20K048",4.00,2014.00,"White",26.00,310.30,6.00,23.07,9.00,34.61,3.00,11.53,8.00,30.76
10563,"20K048",3.00,2015.00,"All Students",97.00,308.27,20.00,20.61,31.00,31.95,33.00,34.02,13.00,13.40
10564,"20K048",4.00,2015.00,"All Students",89.00,311.42,18.00,20.22,27.00,30.33,25.00,28.08,19.00,21.34
10565,"20K048",3.00,2015.00,"Asian",55.00,318.81,7.00,12.72,11.00,20.00,25.00,45.45,12.00,21.81
10566,"20K048",4.00,2015.00,"Asian",33.00,330.42,3.00,9.09,4.00,12.12,11.00,33.33,15.00,45.45
10567,"20K048",3.00,2015.00,"Black",1.00,,,,,,,,,
10568,"20K048",3.00,2015.00,"Hispanic",24.00,290.58,8.00,33.33,12.00,50.00,4.00,16.66,0.00,0.00
10569,"20K048",4.00,2015.00,"Hispanic",24.00,292.00,9.00,37.50,11.00,45.83,3.00,12.50,1.00,4.16
10570,"20K048",3.00,2015.00,"White",13.00,304.53,4.00,30.76,4.00,30.76,4.00,30.76,1.00,7.69
10571,"20K048",4.00,2015.00,"White",29.00,308.27,5.00,17.24,11.00,37.93,10.00,34.48,3.00,10.34
10572,"20K069",3.00,2013.00,"All Students",136.00,316.35,19.00,13.97,42.00,30.88,47.00,34.55,28.00,20.58
10573,"20K069",4.00,2013.00,"All Students",164.00,318.90,18.00,10.97,52.00,31.70,53.00,32.31,41.00,25.00
10574,"20K069",3.00,2013.00,"Asian",103.00,318.78,12.00,11.65,30.00,29.12,39.00,37.86,22.00,21.35
10575,"20K069",4.00,2013.00,"Asian",127.00,325.18,7.00,5.51,39.00,30.70,42.00,33.07,39.00,30.70
10576,"20K069",3.00,2013.00,"Black",1.00,,,,,,,,,
10577,"20K069",4.00,2013.00,"Black",1.00,,,,,,,,,
10578,"20K069",3.00,2013.00,"Hispanic",15.00,299.13,4.00,26.66,7.00,46.66,2.00,13.33,2.00,13.33
10579,"20K069",4.00,2013.00,"Hispanic",16.00,284.62,7.00,43.75,6.00,37.50,3.00,18.75,0.00,0.00
10580,"20K069",3.00,2013.00,"White",15.00,324.00,1.00,6.66,5.00,33.33,5.00,33.33,4.00,26.66
10581,"20K069",4.00,2013.00,"White",18.00,309.61,2.00,11.11,7.00,38.88,7.00,38.88,2.00,11.11
10582,"20K069",3.00,2014.00,"All Students",153.00,318.41,16.00,10.45,42.00,27.45,61.00,39.86,34.00,22.22
10583,"20K069",4.00,2014.00,"All Students",135.00,324.92,15.00,11.11,32.00,23.70,44.00,32.59,44.00,32.59
10584,"20K069",3.00,2014.00,"Asian",124.00,324.09,4.00,3.22,34.00,27.41,55.00,44.35,31.00,25.00
10585,"20K069",4.00,2014.00,"Asian",102.00,328.74,11.00,10.78,21.00,20.58,33.00,32.35,37.00,36.27
10586,"20K069",4.00,2014.00,"Black",1.00,,,,,,,,,
10587,"20K069",3.00,2014.00,"Hispanic",14.00,303.78,6.00,42.85,2.00,14.28,3.00,21.42,3.00,21.42
10588,"20K069",4.00,2014.00,"Hispanic",14.00,308.14,1.00,7.14,6.00,42.85,6.00,42.85,1.00,7.14
10589,"20K069",3.00,2014.00,"White",13.00,295.23,4.00,30.76,6.00,46.15,3.00,23.07,0.00,0.00
10590,"20K069",4.00,2014.00,"White",16.00,321.06,2.00,12.50,5.00,31.25,3.00,18.75,6.00,37.50
10591,"20K069",3.00,2015.00,"All Students",166.00,319.24,24.00,14.45,37.00,22.28,52.00,31.32,53.00,31.92
10592,"20K069",4.00,2015.00,"All Students",141.00,332.80,10.00,7.09,23.00,16.31,49.00,34.75,59.00,41.84
10593,"20K069",3.00,2015.00,"Asian",143.00,324.67,12.00,8.39,34.00,23.77,46.00,32.16,51.00,35.66
10594,"20K069",4.00,2015.00,"Asian",114.00,340.78,4.00,3.50,13.00,11.40,41.00,35.96,56.00,49.12
10595,"20K069",3.00,2015.00,"Black",1.00,,,,,,,,,
10596,"20K069",3.00,2015.00,"Hispanic",12.00,279.00,7.00,58.33,2.00,16.66,3.00,25.00,0.00,0.00
10597,"20K069",4.00,2015.00,"Hispanic",15.00,305.80,3.00,20.00,6.00,40.00,3.00,20.00,3.00,20.00
10598,"20K069",3.00,2015.00,"White",10.00,294.90,4.00,40.00,1.00,10.00,3.00,30.00,2.00,20.00
10599,"20K069",4.00,2015.00,"White",10.00,304.50,1.00,10.00,4.00,40.00,5.00,50.00,0.00,0.00
10600,"20K102",3.00,2013.00,"All Students",206.00,323.15,27.00,13.10,48.00,23.30,70.00,33.98,61.00,29.61
10601,"20K102",4.00,2013.00,"All Students",207.00,313.34,40.00,19.32,65.00,31.40,55.00,26.57,47.00,22.70
10602,"20K102",3.00,2013.00,"Asian",30.00,340.30,1.00,3.33,2.00,6.66,16.00,53.33,11.00,36.66
10603,"20K102",4.00,2013.00,"Asian",25.00,343.28,1.00,4.00,0.00,0.00,10.00,40.00,14.00,56.00
10604,"20K102",3.00,2013.00,"Black",1.00,,,,,,,,,
10605,"20K102",3.00,2013.00,"Hispanic",49.00,313.69,9.00,18.36,16.00,32.65,12.00,24.48,12.00,24.48
10606,"20K102",4.00,2013.00,"Hispanic",59.00,301.23,21.00,35.59,19.00,32.20,9.00,15.25,10.00,16.94
10607,"20K102",3.00,2013.00,"White",126.00,322.78,17.00,13.49,30.00,23.80,41.00,32.53,38.00,30.15
10608,"20K102",4.00,2013.00,"White",122.00,313.32,17.00,13.93,46.00,37.70,36.00,29.50,23.00,18.85
10609,"20K102",3.00,2014.00,"All Students",205.00,326.59,23.00,11.21,51.00,24.87,47.00,22.92,84.00,40.97
10610,"20K102",4.00,2014.00,"All Students",209.00,321.02,40.00,19.13,45.00,21.53,49.00,23.44,75.00,35.88
10611,"20K102",3.00,2014.00,"Asian",33.00,352.09,0.00,0.00,4.00,12.12,2.00,6.06,27.00,81.81
10612,"20K102",4.00,2014.00,"Asian",30.00,350.56,0.00,0.00,1.00,3.33,7.00,23.33,22.00,73.33
10613,"20K102",3.00,2014.00,"Black",1.00,,,,,,,,,
10614,"20K102",4.00,2014.00,"Black",1.00,,,,,,,,,
10615,"20K102",3.00,2014.00,"Hispanic",50.00,308.06,9.00,18.00,20.00,40.00,14.00,28.00,7.00,14.00
10616,"20K102",4.00,2014.00,"Hispanic",50.00,303.70,17.00,34.00,14.00,28.00,8.00,16.00,11.00,22.00
10617,"20K102",3.00,2014.00,"White",120.00,327.34,14.00,11.66,26.00,21.66,30.00,25.00,50.00,41.66
10618,"20K102",4.00,2014.00,"White",127.00,322.48,22.00,17.32,29.00,22.83,34.00,26.77,42.00,33.07
10619,"20K102",3.00,2015.00,"All Students",240.00,322.93,28.00,11.66,65.00,27.08,71.00,29.58,76.00,31.66
10620,"20K102",4.00,2015.00,"All Students",209.00,320.58,28.00,13.39,53.00,25.35,60.00,28.70,68.00,32.53
10621,"20K102",3.00,2015.00,"Asian",37.00,330.91,1.00,2.70,10.00,27.02,11.00,29.72,15.00,40.54
10622,"20K102",4.00,2015.00,"Asian",37.00,346.94,1.00,2.70,5.00,13.51,9.00,24.32,22.00,59.45
10623,"20K102",3.00,2015.00,"Black",3.00,,,,,,,,,
10624,"20K102",4.00,2015.00,"Black",1.00,,,,,,,,,
10625,"20K102",3.00,2015.00,"Hispanic",65.00,309.66,17.00,26.15,21.00,32.30,14.00,21.53,13.00,20.00
10626,"20K102",4.00,2015.00,"Hispanic",52.00,301.80,13.00,25.00,22.00,42.30,10.00,19.23,7.00,13.46
10627,"20K102",3.00,2015.00,"White",132.00,326.79,10.00,7.57,32.00,24.24,45.00,34.09,45.00,34.09
10628,"20K102",4.00,2015.00,"White",118.00,320.83,14.00,11.86,24.00,20.33,41.00,34.74,39.00,33.05
