"id","school_id","grade","year","category","tested","mean_score","l1","p1","l2","p2","l3","p3","l4","p4"
10629,"20K104",3.00,2013.00,"All Students",129.00,318.73,15.00,11.62,35.00,27.13,49.00,37.98,30.00,23.25
10630,"20K104",4.00,2013.00,"All Students",143.00,312.55,17.00,11.88,52.00,36.36,53.00,37.06,21.00,14.68
10631,"20K104",3.00,2013.00,"Asian",19.00,343.00,0.00,0.00,3.00,15.78,6.00,31.57,10.00,52.63
10632,"20K104",4.00,2013.00,"Asian",28.00,313.14,4.00,14.28,8.00,28.57,13.00,46.42,3.00,10.71
10633,"20K104",3.00,2013.00,"Black",7.00,309.85,1.00,14.28,1.00,14.28,5.00,71.42,0.00,0.00
10634,"20K104",4.00,2013.00,"Black",7.00,308.85,0.00,0.00,3.00,42.85,4.00,57.14,0.00,0.00
10635,"20K104",3.00,2013.00,"Hispanic",32.00,302.93,8.00,25.00,10.00,31.25,11.00,34.37,3.00,9.37
10636,"20K104",4.00,2013.00,"Hispanic",39.00,307.46,8.00,20.51,13.00,33.33,14.00,35.89,4.00,10.25
10637,"20K104",3.00,2013.00,"White",70.00,320.44,6.00,8.57,20.00,28.57,27.00,38.57,17.00,24.28
10638,"20K104",4.00,2013.00,"White",68.00,315.67,5.00,7.35,27.00,39.70,22.00,32.35,14.00,20.58
10639,"20K104",3.00,2014.00,"All Students",107.00,319.79,12.00,11.21,30.00,28.03,42.00,39.25,23.00,21.49
10640,"20K104",4.00,2014.00,"All Students",135.00,324.05,15.00,11.11,40.00,29.62,36.00,26.66,44.00,32.59
10641,"20K104",3.00,2014.00,"Asian",17.00,335.82,1.00,5.88,3.00,17.64,4.00,23.52,9.00,52.94
10642,"20K104",4.00,2014.00,"Asian",22.00,338.36,2.00,9.09,3.00,13.63,6.00,27.27,11.00,50.00
10643,"20K104",3.00,2014.00,"Black",5.00,,,,,,,,,
10644,"20K104",4.00,2014.00,"Black",6.00,294.00,1.00,16.66,4.00,66.66,0.00,0.00,1.00,16.66
10645,"20K104",3.00,2014.00,"Hispanic",31.00,312.09,5.00,16.12,10.00,32.25,13.00,41.93,3.00,9.67
10646,"20K104",4.00,2014.00,"Hispanic",35.00,306.14,6.00,17.14,14.00,40.00,12.00,34.28,3.00,8.57
10647,"20K104",3.00,2014.00,"White",51.00,318.56,6.00,11.76,14.00,27.45,21.00,41.17,10.00,19.60
10648,"20K104",4.00,2014.00,"White",70.00,329.81,6.00,8.57,19.00,27.14,17.00,24.28,28.00,40.00
10649,"20K104",3.00,2015.00,"All Students",126.00,325.91,12.00,9.52,30.00,23.80,37.00,29.36,47.00,37.30
10650,"20K104",4.00,2015.00,"All Students",112.00,321.33,9.00,8.03,28.00,25.00,45.00,40.17,30.00,26.78
10651,"20K104",3.00,2015.00,"Asian",29.00,339.31,2.00,6.89,4.00,13.79,7.00,24.13,16.00,55.17
10652,"20K104",4.00,2015.00,"Asian",21.00,334.90,1.00,4.76,2.00,9.52,8.00,38.09,10.00,47.61
10653,"20K104",3.00,2015.00,"Black",4.00,,,,,,,,,
10654,"20K104",4.00,2015.00,"Black",5.00,,,,,,,,,
10655,"20K104",3.00,2015.00,"Hispanic",31.00,321.64,4.00,12.90,9.00,29.03,9.00,29.03,9.00,29.03
10656,"20K104",4.00,2015.00,"Hispanic",32.00,314.68,4.00,12.50,10.00,31.25,12.00,37.50,6.00,18.75
10657,"20K104",3.00,2015.00,"White",59.00,323.22,4.00,6.77,15.00,25.42,21.00,35.59,19.00,32.20
10658,"20K104",4.00,2015.00,"White",51.00,321.35,3.00,5.88,13.00,25.49,23.00,45.09,12.00,23.52
10659,"20K105",3.00,2013.00,"All Students",312.00,314.79,36.00,11.53,117.00,37.50,96.00,30.76,63.00,20.19
10660,"20K105",4.00,2013.00,"All Students",317.00,320.04,37.00,11.67,81.00,25.55,118.00,37.22,81.00,25.55
10661,"20K105",3.00,2013.00,"Asian",289.00,316.82,28.00,9.68,105.00,36.33,94.00,32.52,62.00,21.45
10662,"20K105",4.00,2013.00,"Asian",303.00,321.33,33.00,10.89,74.00,24.42,115.00,37.95,81.00,26.73
10663,"20K105",3.00,2013.00,"Black",1.00,,,,,,,,,
10664,"20K105",3.00,2013.00,"Hispanic",13.00,285.92,4.00,30.76,9.00,69.23,0.00,0.00,0.00,0.00
10665,"20K105",4.00,2013.00,"Hispanic",8.00,288.75,2.00,25.00,5.00,62.50,1.00,12.50,0.00,0.00
10666,"20K105",3.00,2013.00,"White",9.00,294.88,3.00,33.33,3.00,33.33,2.00,22.22,1.00,11.11
10667,"20K105",4.00,2013.00,"White",6.00,296.33,2.00,33.33,2.00,33.33,2.00,33.33,0.00,0.00
10668,"20K105",3.00,2014.00,"All Students",298.00,321.12,23.00,7.71,86.00,28.85,117.00,39.26,72.00,24.16
10669,"20K105",4.00,2014.00,"All Students",293.00,328.42,19.00,6.48,73.00,24.91,94.00,32.08,107.00,36.51
10670,"20K105",3.00,2014.00,"Asian",279.00,323.21,16.00,5.73,77.00,27.59,114.00,40.86,72.00,25.80
10671,"20K105",4.00,2014.00,"Asian",276.00,330.66,14.00,5.07,64.00,23.18,93.00,33.69,105.00,38.04
10672,"20K105",4.00,2014.00,"Black",1.00,,,,,,,,,
10673,"20K105",3.00,2014.00,"Hispanic",14.00,291.42,4.00,28.57,9.00,64.28,1.00,7.14,0.00,0.00
10674,"20K105",4.00,2014.00,"Hispanic",10.00,285.90,3.00,30.00,6.00,60.00,1.00,10.00,0.00,0.00
10675,"20K105",3.00,2014.00,"White",5.00,,,,,,,,,
10676,"20K105",4.00,2014.00,"White",6.00,305.66,1.00,16.66,3.00,50.00,0.00,0.00,2.00,33.33
10677,"20K105",3.00,2015.00,"All Students",300.00,322.41,33.00,11.00,80.00,26.66,91.00,30.33,96.00,32.00
10678,"20K105",4.00,2015.00,"All Students",295.00,333.95,15.00,5.08,65.00,22.03,80.00,27.11,135.00,45.76
10679,"20K105",3.00,2015.00,"Asian",271.00,325.48,26.00,9.59,67.00,24.72,82.00,30.25,96.00,35.42
10680,"20K105",4.00,2015.00,"Asian",273.00,337.40,7.00,2.56,54.00,19.78,78.00,28.57,134.00,49.08
10681,"20K105",3.00,2015.00,"Black",1.00,,,,,,,,,
10682,"20K105",3.00,2015.00,"Hispanic",17.00,292.23,4.00,23.52,7.00,41.17,6.00,35.29,0.00,0.00
10683,"20K105",4.00,2015.00,"Hispanic",15.00,294.26,4.00,26.66,10.00,66.66,0.00,0.00,1.00,6.66
10684,"20K105",3.00,2015.00,"White",11.00,295.27,3.00,27.27,5.00,45.45,3.00,27.27,0.00,0.00
10685,"20K105",4.00,2015.00,"White",7.00,284.71,4.00,57.14,1.00,14.28,2.00,28.57,0.00,0.00
10686,"20K112",3.00,2013.00,"All Students",74.00,321.81,8.00,10.81,20.00,27.02,25.00,33.78,21.00,28.37
10687,"20K112",4.00,2013.00,"All Students",76.00,323.88,5.00,6.57,21.00,27.63,28.00,36.84,22.00,28.94
10688,"20K112",3.00,2013.00,"Asian",36.00,335.80,1.00,2.77,7.00,19.44,12.00,33.33,16.00,44.44
10689,"20K112",4.00,2013.00,"Asian",44.00,332.93,1.00,2.27,8.00,18.18,16.00,36.36,19.00,43.18
10690,"20K112",4.00,2013.00,"Black",1.00,,,,,,,,,
10691,"20K112",3.00,2013.00,"Hispanic",16.00,314.31,2.00,12.50,5.00,31.25,6.00,37.50,3.00,18.75
10692,"20K112",4.00,2013.00,"Hispanic",11.00,306.09,1.00,9.09,5.00,45.45,5.00,45.45,0.00,0.00
10693,"20K112",3.00,2013.00,"White",22.00,304.36,5.00,22.72,8.00,36.36,7.00,31.81,2.00,9.09
10694,"20K112",4.00,2013.00,"White",20.00,317.00,2.00,10.00,8.00,40.00,7.00,35.00,3.00,15.00
10695,"20K112",3.00,2014.00,"All Students",91.00,308.61,19.00,20.87,31.00,34.06,29.00,31.86,12.00,13.18
10696,"20K112",4.00,2014.00,"All Students",79.00,318.68,12.00,15.18,25.00,31.64,19.00,24.05,23.00,29.11
10697,"20K112",3.00,2014.00,"Asian",44.00,318.04,5.00,11.36,12.00,27.27,19.00,43.18,8.00,18.18
10698,"20K112",4.00,2014.00,"Asian",39.00,340.74,1.00,2.56,7.00,17.94,10.00,25.64,21.00,53.84
10699,"20K112",3.00,2014.00,"Hispanic",27.00,297.48,10.00,37.03,10.00,37.03,4.00,14.81,3.00,11.11
10700,"20K112",4.00,2014.00,"Hispanic",21.00,298.47,5.00,23.80,11.00,52.38,5.00,23.80,0.00,0.00
10701,"20K112",3.00,2014.00,"White",20.00,302.90,4.00,20.00,9.00,45.00,6.00,30.00,1.00,5.00
10702,"20K112",4.00,2014.00,"White",19.00,295.73,6.00,31.57,7.00,36.84,4.00,21.05,2.00,10.52
10703,"20K112",3.00,2015.00,"All Students",99.00,307.74,24.00,24.24,30.00,30.30,27.00,27.27,18.00,18.18
10704,"20K112",4.00,2015.00,"All Students",95.00,308.07,27.00,28.42,20.00,21.05,26.00,27.36,22.00,23.15
10705,"20K112",3.00,2015.00,"Asian",32.00,319.59,2.00,6.25,10.00,31.25,12.00,37.50,8.00,25.00
10706,"20K112",4.00,2015.00,"Asian",48.00,323.64,7.00,14.58,8.00,16.66,15.00,31.25,18.00,37.50
10707,"20K112",3.00,2015.00,"Hispanic",34.00,294.76,14.00,41.17,10.00,29.41,8.00,23.52,2.00,5.88
10708,"20K112",4.00,2015.00,"Hispanic",28.00,283.89,14.00,50.00,8.00,28.57,4.00,14.28,2.00,7.14
10709,"20K112",3.00,2015.00,"White",32.00,308.68,8.00,25.00,10.00,31.25,7.00,21.87,7.00,21.87
10710,"20K112",4.00,2015.00,"White",19.00,304.36,6.00,31.57,4.00,21.05,7.00,36.84,2.00,10.52
10711,"20K127",3.00,2013.00,"All Students",93.00,311.20,12.00,12.90,36.00,38.70,31.00,33.33,14.00,15.05
10712,"20K127",4.00,2013.00,"All Students",86.00,312.72,13.00,15.11,27.00,31.39,27.00,31.39,19.00,22.09
10713,"20K127",3.00,2013.00,"Asian",12.00,329.08,1.00,8.33,3.00,25.00,4.00,33.33,4.00,33.33
10714,"20K127",4.00,2013.00,"Asian",10.00,330.20,1.00,10.00,1.00,10.00,4.00,40.00,4.00,40.00
10715,"20K127",3.00,2013.00,"Black",1.00,,,,,,,,,
10716,"20K127",3.00,2013.00,"Hispanic",25.00,304.84,5.00,20.00,9.00,36.00,7.00,28.00,4.00,16.00
10717,"20K127",4.00,2013.00,"Hispanic",14.00,302.85,2.00,14.28,7.00,50.00,4.00,28.57,1.00,7.14
10718,"20K127",3.00,2013.00,"White",55.00,310.43,6.00,10.90,23.00,41.81,20.00,36.36,6.00,10.90
10719,"20K127",4.00,2013.00,"White",61.00,311.75,10.00,16.39,19.00,31.14,18.00,29.50,14.00,22.95
10720,"20K127",3.00,2014.00,"All Students",87.00,316.93,13.00,14.94,24.00,27.58,27.00,31.03,23.00,26.43
10721,"20K127",4.00,2014.00,"All Students",90.00,322.88,11.00,12.22,25.00,27.77,28.00,31.11,26.00,28.88
10722,"20K127",3.00,2014.00,"Asian",9.00,320.77,0.00,0.00,2.00,22.22,6.00,66.66,1.00,11.11
10723,"20K127",4.00,2014.00,"Asian",12.00,353.33,2.00,16.66,0.00,0.00,2.00,16.66,8.00,66.66
10724,"20K127",3.00,2014.00,"Black",1.00,,,,,,,,,
10725,"20K127",4.00,2014.00,"Black",2.00,,,,,,,,,
10726,"20K127",3.00,2014.00,"Hispanic",23.00,308.56,4.00,17.39,7.00,30.43,8.00,34.78,4.00,17.39
10727,"20K127",4.00,2014.00,"Hispanic",25.00,309.32,4.00,16.00,10.00,40.00,7.00,28.00,4.00,16.00
10728,"20K127",3.00,2014.00,"White",54.00,320.27,9.00,16.66,14.00,25.92,13.00,24.07,18.00,33.33
10729,"20K127",4.00,2014.00,"White",50.00,324.12,4.00,8.00,13.00,26.00,19.00,38.00,14.00,28.00
10730,"20K127",3.00,2015.00,"All Students",91.00,313.08,18.00,19.78,25.00,27.47,26.00,28.57,22.00,24.17
10731,"20K127",4.00,2015.00,"All Students",83.00,309.10,14.00,16.86,26.00,31.32,29.00,34.93,14.00,16.86
10732,"20K127",3.00,2015.00,"Asian",21.00,331.33,1.00,4.76,5.00,23.80,7.00,33.33,8.00,38.09
10733,"20K127",4.00,2015.00,"Asian",10.00,322.20,0.00,0.00,2.00,20.00,7.00,70.00,1.00,10.00
10734,"20K127",3.00,2015.00,"Black",1.00,,,,,,,,,
10735,"20K127",4.00,2015.00,"Black",1.00,,,,,,,,,
10736,"20K127",3.00,2015.00,"Hispanic",17.00,268.58,11.00,64.70,5.00,29.41,1.00,5.88,0.00,0.00
10737,"20K127",4.00,2015.00,"Hispanic",21.00,292.42,5.00,23.80,8.00,38.09,8.00,38.09,0.00,0.00
10738,"20K127",3.00,2015.00,"White",51.00,319.58,6.00,11.76,15.00,29.41,17.00,33.33,13.00,25.49
10739,"20K127",4.00,2015.00,"White",51.00,313.92,9.00,17.64,15.00,29.41,14.00,27.45,13.00,25.49
10740,"20K160",3.00,2013.00,"All Students",171.00,312.33,38.00,22.22,46.00,26.90,49.00,28.65,38.00,22.22
10741,"20K160",4.00,2013.00,"All Students",166.00,308.03,31.00,18.67,63.00,37.95,43.00,25.90,29.00,17.46
10742,"20K160",3.00,2013.00,"Asian",125.00,320.53,17.00,13.60,33.00,26.40,41.00,32.80,34.00,27.20
10743,"20K160",4.00,2013.00,"Asian",128.00,314.52,16.00,12.50,45.00,35.15,39.00,30.46,28.00,21.87
10744,"20K160",3.00,2013.00,"Black",4.00,,,,,,,,,
10745,"20K160",4.00,2013.00,"Black",2.00,,,,,,,,,
10746,"20K160",3.00,2013.00,"Hispanic",29.00,281.03,16.00,55.17,9.00,31.03,3.00,10.34,1.00,3.44
10747,"20K160",4.00,2013.00,"Hispanic",25.00,280.68,12.00,48.00,11.00,44.00,2.00,8.00,0.00,0.00
10748,"20K160",3.00,2013.00,"White",13.00,312.53,2.00,15.38,4.00,30.76,4.00,30.76,3.00,23.07
10749,"20K160",4.00,2013.00,"White",11.00,297.18,2.00,18.18,7.00,63.63,1.00,9.09,1.00,9.09
10750,"20K160",3.00,2014.00,"All Students",185.00,318.45,25.00,13.51,47.00,25.40,65.00,35.13,48.00,25.94
10751,"20K160",4.00,2014.00,"All Students",185.00,323.25,23.00,12.43,45.00,24.32,56.00,30.27,61.00,32.97
10752,"20K160",3.00,2014.00,"Asian",150.00,321.51,18.00,12.00,34.00,22.66,52.00,34.66,46.00,30.66
10753,"20K160",4.00,2014.00,"Asian",143.00,332.50,9.00,6.29,29.00,20.27,50.00,34.96,55.00,38.46
10754,"20K160",3.00,2014.00,"Black",2.00,,,,,,,,,
10755,"20K160",4.00,2014.00,"Black",3.00,,,,,,,,,
10756,"20K160",3.00,2014.00,"Hispanic",22.00,304.50,4.00,18.18,8.00,36.36,9.00,40.90,1.00,4.54
10757,"20K160",4.00,2014.00,"Hispanic",28.00,289.82,10.00,35.71,12.00,42.85,3.00,10.71,3.00,10.71
10758,"20K160",3.00,2014.00,"White",10.00,310.20,2.00,20.00,3.00,30.00,4.00,40.00,1.00,10.00
10759,"20K160",4.00,2014.00,"White",11.00,304.81,2.00,18.18,3.00,27.27,3.00,27.27,3.00,27.27
10760,"20K160",3.00,2015.00,"All Students",210.00,318.19,35.00,16.66,54.00,25.71,58.00,27.61,63.00,30.00
10761,"20K160",4.00,2015.00,"All Students",178.00,327.14,15.00,8.42,45.00,25.28,44.00,24.71,74.00,41.57
10762,"20K160",3.00,2015.00,"Asian",175.00,321.91,24.00,13.71,41.00,23.42,50.00,28.57,60.00,34.28
10763,"20K160",4.00,2015.00,"Asian",142.00,332.07,10.00,7.04,28.00,19.71,37.00,26.05,67.00,47.18
10764,"20K160",3.00,2015.00,"Black",1.00,,,,,,,,,
10765,"20K160",4.00,2015.00,"Black",1.00,,,,,,,,,
10766,"20K160",3.00,2015.00,"Hispanic",27.00,293.29,10.00,37.03,12.00,44.44,4.00,14.81,1.00,3.70
10767,"20K160",4.00,2015.00,"Hispanic",25.00,308.88,2.00,8.00,14.00,56.00,5.00,20.00,4.00,16.00
10768,"20K160",3.00,2015.00,"White",6.00,334.33,0.00,0.00,0.00,0.00,4.00,66.66,2.00,33.33
10769,"20K160",4.00,2015.00,"White",9.00,307.00,2.00,22.22,3.00,33.33,1.00,11.11,3.00,33.33
10770,"20K163",3.00,2013.00,"All Students",90.00,311.21,20.00,22.22,28.00,31.11,25.00,27.77,17.00,18.88
10771,"20K163",4.00,2013.00,"All Students",73.00,311.17,14.00,19.17,21.00,28.76,22.00,30.13,16.00,21.91
10772,"20K163",3.00,2013.00,"Asian",35.00,322.82,6.00,17.14,5.00,14.28,14.00,40.00,10.00,28.57
10773,"20K163",4.00,2013.00,"Asian",23.00,329.60,3.00,13.04,3.00,13.04,6.00,26.08,11.00,47.82
10774,"20K163",3.00,2013.00,"Black",1.00,,,,,,,,,
10775,"20K163",3.00,2013.00,"Hispanic",26.00,296.03,9.00,34.61,10.00,38.46,5.00,19.23,2.00,7.69
10776,"20K163",4.00,2013.00,"Hispanic",16.00,289.31,5.00,31.25,7.00,43.75,4.00,25.00,0.00,0.00
10777,"20K163",3.00,2013.00,"White",28.00,311.42,5.00,17.85,12.00,42.85,6.00,21.42,5.00,17.85
10778,"20K163",4.00,2013.00,"White",33.00,310.42,5.00,15.15,11.00,33.33,12.00,36.36,5.00,15.15
10779,"20K163",3.00,2014.00,"All Students",91.00,314.03,13.00,14.28,31.00,34.06,30.00,32.96,17.00,18.68
10780,"20K163",4.00,2014.00,"All Students",89.00,318.57,16.00,17.97,20.00,22.47,29.00,32.58,24.00,26.96
10781,"20K163",3.00,2014.00,"Asian",25.00,328.80,2.00,8.00,8.00,32.00,6.00,24.00,9.00,36.00
10782,"20K163",4.00,2014.00,"Asian",35.00,332.60,4.00,11.42,5.00,14.28,11.00,31.42,15.00,42.85
10783,"20K163",3.00,2014.00,"Black",2.00,,,,,,,,,
10784,"20K163",4.00,2014.00,"Black",1.00,,,,,,,,,
10785,"20K163",3.00,2014.00,"Hispanic",30.00,306.00,6.00,20.00,9.00,30.00,12.00,40.00,3.00,10.00
10786,"20K163",4.00,2014.00,"Hispanic",25.00,292.28,10.00,40.00,6.00,24.00,6.00,24.00,3.00,12.00
10787,"20K163",3.00,2014.00,"White",34.00,310.29,5.00,14.70,13.00,38.23,11.00,32.35,5.00,14.70
10788,"20K163",4.00,2014.00,"White",28.00,324.71,2.00,7.14,8.00,28.57,12.00,42.85,6.00,21.42
10789,"20K163",3.00,2015.00,"All Students",63.00,308.63,17.00,26.98,15.00,23.80,17.00,26.98,14.00,22.22
10790,"20K163",4.00,2015.00,"All Students",92.00,316.28,15.00,16.30,21.00,22.82,37.00,40.21,19.00,20.65
10791,"20K163",3.00,2015.00,"Asian",15.00,335.00,0.00,0.00,4.00,26.66,2.00,13.33,9.00,60.00
10792,"20K163",4.00,2015.00,"Asian",26.00,333.19,2.00,7.69,3.00,11.53,10.00,38.46,11.00,42.30
10793,"20K163",4.00,2015.00,"Black",2.00,,,,,,,,,
10794,"20K163",3.00,2015.00,"Hispanic",21.00,289.66,9.00,42.85,5.00,23.80,7.00,33.33,0.00,0.00
10795,"20K163",4.00,2015.00,"Hispanic",31.00,305.29,10.00,32.25,5.00,16.12,12.00,38.70,4.00,12.90
10796,"20K163",3.00,2015.00,"White",26.00,307.23,8.00,30.76,6.00,23.07,8.00,30.76,4.00,15.38
10797,"20K163",4.00,2015.00,"White",32.00,313.34,3.00,9.37,12.00,37.50,13.00,40.62,4.00,12.50
10798,"20K164",3.00,2013.00,"All Students",71.00,302.01,16.00,22.53,32.00,45.07,17.00,23.94,6.00,8.45
10799,"20K164",4.00,2013.00,"All Students",81.00,306.49,13.00,16.04,32.00,39.50,27.00,33.33,9.00,11.11
10800,"20K164",3.00,2013.00,"Asian",21.00,314.04,3.00,14.28,5.00,23.80,9.00,42.85,4.00,19.04
10801,"20K164",4.00,2013.00,"Asian",25.00,302.60,5.00,20.00,11.00,44.00,5.00,20.00,4.00,16.00
10802,"20K164",3.00,2013.00,"Black",2.00,,,,,,,,,
10803,"20K164",3.00,2013.00,"Hispanic",41.00,294.46,12.00,29.26,22.00,53.65,7.00,17.07,0.00,0.00
10804,"20K164",4.00,2013.00,"Hispanic",45.00,308.66,7.00,15.55,16.00,35.55,19.00,42.22,3.00,6.66
10805,"20K164",3.00,2013.00,"White",5.00,,,,,,,,,
10806,"20K164",4.00,2013.00,"White",11.00,306.45,1.00,9.09,5.00,45.45,3.00,27.27,2.00,18.18
10807,"20K164",3.00,2014.00,"All Students",80.00,304.41,17.00,21.25,32.00,40.00,23.00,28.75,8.00,10.00
10808,"20K164",4.00,2014.00,"All Students",70.00,312.38,13.00,18.57,17.00,24.28,24.00,34.28,16.00,22.85
10809,"20K164",3.00,2014.00,"Asian",25.00,316.08,2.00,8.00,9.00,36.00,10.00,40.00,4.00,16.00
10810,"20K164",4.00,2014.00,"Asian",22.00,333.40,3.00,13.63,1.00,4.54,8.00,36.36,10.00,45.45
10811,"20K164",3.00,2014.00,"Black",1.00,,,,,,,,,
10812,"20K164",4.00,2014.00,"Black",1.00,,,,,,,,,
10813,"20K164",3.00,2014.00,"Hispanic",42.00,300.76,10.00,23.80,19.00,45.23,11.00,26.19,2.00,4.76
10814,"20K164",4.00,2014.00,"Hispanic",38.00,300.78,8.00,21.05,13.00,34.21,13.00,34.21,4.00,10.52
10815,"20K164",3.00,2014.00,"White",12.00,294.25,5.00,41.66,3.00,25.00,2.00,16.66,2.00,16.66
10816,"20K164",4.00,2014.00,"White",7.00,300.57,2.00,28.57,2.00,28.57,3.00,42.85,0.00,0.00
10817,"20K164",3.00,2015.00,"All Students",67.00,308.61,11.00,16.41,28.00,41.79,16.00,23.88,12.00,17.91
10818,"20K164",4.00,2015.00,"All Students",76.00,309.02,14.00,18.42,31.00,40.78,19.00,25.00,12.00,15.78
10819,"20K164",3.00,2015.00,"Asian",18.00,334.05,0.00,0.00,2.00,11.11,9.00,50.00,7.00,38.88
10820,"20K164",4.00,2015.00,"Asian",24.00,324.50,2.00,8.33,7.00,29.16,8.00,33.33,7.00,29.16
10821,"20K164",4.00,2015.00,"Black",1.00,,,,,,,,,
10822,"20K164",3.00,2015.00,"Hispanic",41.00,297.78,11.00,26.82,20.00,48.78,6.00,14.63,4.00,9.75
10823,"20K164",4.00,2015.00,"Hispanic",38.00,304.81,5.00,13.15,21.00,55.26,10.00,26.31,2.00,5.26
10824,"20K164",3.00,2015.00,"White",7.00,306.42,0.00,0.00,5.00,71.42,1.00,14.28,1.00,14.28
10825,"20K164",4.00,2015.00,"White",13.00,295.84,6.00,46.15,3.00,23.07,1.00,7.69,3.00,23.07
10826,"20K170",3.00,2013.00,"All Students",144.00,312.56,28.00,19.44,39.00,27.08,44.00,30.55,33.00,22.91
10827,"20K170",4.00,2013.00,"All Students",148.00,320.20,15.00,10.13,47.00,31.75,41.00,27.70,45.00,30.40
10828,"20K170",3.00,2013.00,"Asian",57.00,325.75,6.00,10.52,14.00,24.56,14.00,24.56,23.00,40.35
10829,"20K170",4.00,2013.00,"Asian",57.00,330.50,4.00,7.01,11.00,19.29,16.00,28.07,26.00,45.61
10830,"20K170",3.00,2013.00,"Black",2.00,,,,,,,,,
10831,"20K170",4.00,2013.00,"Black",1.00,,,,,,,,,
10832,"20K170",3.00,2013.00,"Hispanic",30.00,298.10,10.00,33.33,9.00,30.00,10.00,33.33,1.00,3.33
10833,"20K170",4.00,2013.00,"Hispanic",33.00,305.24,3.00,9.09,21.00,63.63,5.00,15.15,4.00,12.12
10834,"20K170",3.00,2013.00,"White",54.00,305.85,12.00,22.22,15.00,27.77,19.00,35.18,8.00,14.81
10835,"20K170",4.00,2013.00,"White",57.00,318.33,8.00,14.03,15.00,26.31,19.00,33.33,15.00,26.31
10836,"20K170",3.00,2014.00,"All Students",149.00,309.90,29.00,19.46,43.00,28.85,49.00,32.88,28.00,18.79
10837,"20K170",4.00,2014.00,"All Students",154.00,314.61,30.00,19.48,40.00,25.97,40.00,25.97,44.00,28.57
10838,"20K170",3.00,2014.00,"Asian",49.00,319.91,7.00,14.28,9.00,18.36,20.00,40.81,13.00,26.53
10839,"20K170",4.00,2014.00,"Asian",57.00,332.96,5.00,8.77,6.00,10.52,15.00,26.31,31.00,54.38
10840,"20K170",3.00,2014.00,"Black",3.00,,,,,,,,,
10841,"20K170",4.00,2014.00,"Black",2.00,,,,,,,,,
10842,"20K170",3.00,2014.00,"Hispanic",33.00,297.30,10.00,30.30,14.00,42.42,7.00,21.21,2.00,6.06
10843,"20K170",4.00,2014.00,"Hispanic",28.00,298.35,7.00,25.00,12.00,42.85,8.00,28.57,1.00,3.57
10844,"20K170",3.00,2014.00,"White",63.00,310.66,9.00,14.28,19.00,30.15,22.00,34.92,13.00,20.63
10845,"20K170",4.00,2014.00,"White",66.00,306.10,17.00,25.75,22.00,33.33,15.00,22.72,12.00,18.18
10846,"20K170",3.00,2015.00,"All Students",178.00,316.07,32.00,17.97,51.00,28.65,50.00,28.08,45.00,25.28
10847,"20K170",4.00,2015.00,"All Students",159.00,316.18,27.00,16.98,45.00,28.30,42.00,26.41,45.00,28.30
10848,"20K170",3.00,2015.00,"Asian",73.00,331.30,5.00,6.84,17.00,23.28,21.00,28.76,30.00,41.09
10849,"20K170",4.00,2015.00,"Asian",56.00,333.32,4.00,7.14,12.00,21.42,12.00,21.42,28.00,50.00
10850,"20K170",3.00,2015.00,"Black",3.00,,,,,,,,,
10851,"20K170",4.00,2015.00,"Black",3.00,,,,,,,,,
10852,"20K170",3.00,2015.00,"Hispanic",35.00,299.14,13.00,37.14,10.00,28.57,9.00,25.71,3.00,8.57
10853,"20K170",4.00,2015.00,"Hispanic",33.00,292.93,11.00,33.33,15.00,45.45,4.00,12.12,3.00,9.09
10854,"20K170",3.00,2015.00,"White",67.00,307.44,14.00,20.89,24.00,35.82,18.00,26.86,11.00,16.41
10855,"20K170",4.00,2015.00,"White",66.00,313.89,11.00,16.66,16.00,24.24,26.00,39.39,13.00,19.69
10856,"20K176",3.00,2013.00,"All Students",233.00,331.85,18.00,7.72,45.00,19.31,76.00,32.61,94.00,40.34
10857,"20K176",4.00,2013.00,"All Students",210.00,326.81,20.00,9.52,49.00,23.33,60.00,28.57,81.00,38.57
10858,"20K176",3.00,2013.00,"Asian",134.00,341.73,5.00,3.73,18.00,13.43,39.00,29.10,72.00,53.73
10859,"20K176",4.00,2013.00,"Asian",125.00,339.93,3.00,2.40,22.00,17.60,35.00,28.00,65.00,52.00
10860,"20K176",3.00,2013.00,"Black",2.00,,,,,,,,,
10861,"20K176",4.00,2013.00,"Black",1.00,,,,,,,,,
10862,"20K176",3.00,2013.00,"Hispanic",38.00,309.00,5.00,13.15,16.00,42.10,13.00,34.21,4.00,10.52
10863,"20K176",4.00,2013.00,"Hispanic",30.00,304.33,7.00,23.33,10.00,33.33,10.00,33.33,3.00,10.00
10864,"20K176",3.00,2013.00,"White",58.00,324.03,8.00,13.79,11.00,18.96,22.00,37.93,17.00,29.31
10865,"20K176",4.00,2013.00,"White",54.00,308.51,10.00,18.51,17.00,31.48,15.00,27.77,12.00,22.22
10866,"20K176",3.00,2014.00,"All Students",233.00,331.79,20.00,8.58,36.00,15.45,73.00,31.33,104.00,44.63
10867,"20K176",4.00,2014.00,"All Students",230.00,333.81,20.00,8.69,44.00,19.13,76.00,33.04,90.00,39.13
10868,"20K176",3.00,2014.00,"Asian",151.00,343.36,3.00,1.98,16.00,10.59,45.00,29.80,87.00,57.61
10869,"20K176",4.00,2014.00,"Asian",144.00,348.57,2.00,1.38,17.00,11.80,48.00,33.33,77.00,53.47
